isbn_searched,publisher,synopsis,language,image,image_original,title_long,dimensions,pages,date_published,subjects,authors,title,isbn13,msrp,binding,isbn,isbn10,other_isbns,dimensions_structured.length.unit,dimensions_structured.length.value,dimensions_structured.width.unit,dimensions_structured.width.value,dimensions_structured.weight.unit,dimensions_structured.weight.value,dimensions_structured.height.unit,dimensions_structured.height.value,edition,dewey_decimal,related.ePub
9787557025922,Guangdong Travel and Tourism Press,,en,https://images.isbndb.com/covers/18575603484878.jpg,https://images.isbndb.com/covers/original/18575603484878.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2NzksImlhdCI6MTc0NDc5MjQ3OX0.-MN6xqvqbQGyGW4xWwDzJtgC00jE0No5uefFtIMkbiw,忍者(非官方修炼手册)(精),,,2021-12-01,,['Stephen Turnbull'],忍者(非官方修炼手册)(精),9787557025922,0.00,Hardcover,755702592X,755702592X,,,,,,,,,,,,
9787557904470,四川辞书出版社,"正版授权 Seller : Bonrise 加微信[soweinc]每天分享好书,邀你加入国际（来自北美 澳洲 日本 南亚 欧洲...的精英书友）微信群学习交流.微信好友购书价格5-9个折扣.<br/>《实用甲骨文字典》(陈年福)<br/><br/>作者:陈年福<br/>出版社:四川辞书出版社<br/>ISBN:9787557904470<br/>装订方式:精装<br/>版次:第1版<br/>开本:32开<br/>出版时间:2019-07-01<br/>用纸:轻型纸<br/>页数:<br/>语种:<br/>丛书名:<br/>类目:历史|历史工具书",zh,https://images.isbndb.com/covers/27361083484878.jpg,https://images.isbndb.com/covers/original/27361083484878.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2ODEsImlhdCI6MTc0NDc5MjQ4MX0.ZekUtMmI3LqW4KvvAo-vgqJUaeX0cZFmJ_zm9v_dAro,实用甲骨文字典(精),"2, 21, 20, 465 pages ; 22 cm",465.0,2019,"['Arborist Merchandising Root', 'Self Service']",['陈年福'],实用甲骨文字典(精),9787557904470,0.00,Hardcover,7557904478,7557904478,,,,,,,,,,,,
9787558030031,江苏凤凰美术出版社,,zh,https://images.isbndb.com/covers/530903484879.jpg,https://images.isbndb.com/covers/original/530903484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2ODIsImlhdCI6MTc0NDc5MjQ4Mn0.Tqv0qWq8Egh3QeyKZQt1nyunoAbSAqTw_OF1QP8fIaA,一个一个人,,200.0,2017-08-01,['Subjects'],['申赋渔'],一个一个人,9787558030031,0.00,Paperback,755803003X,755803003X,,,,,,,,,,1,,
9787558092817,Jiangsu Phoenix Fine Arts Publishing House,,en,https://images.isbndb.com/covers/1158763484879.jpg,https://images.isbndb.com/covers/original/1158763484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2ODMsImlhdCI6MTc0NDc5MjQ4M30.4yUriLnxxKisjfzUFw3_SvGTEj3dAEKzvgZxw-niAsY,风筝史话,,,2021-09-01,,['徐艺乙'],风筝史话,9787558092817,0.00,Hardcover,7558092817,7558092817,,,,,,,,,,,,
9787559431523,"Jiangsu Phoenix Literature and Art Publishing, LTD","Xiamo Valley is a fiction about love, observation and awareness. The three ladies met in Xiamo valley, and each had their own stories. Ruzhen longed for true love but was hurt again and again. Fortunately she met someone in her teahouse that helped her undo the knot in her mind. And she finally met her true love in Xiamo valley. Yuanyin was a stage play actress and director and witnessed all the shining stages. She quit her job to get married and start a family but she was unwilling to spend the rest of her life in daily chores. Queti was alive in Xiamo valley. She worked hard and did not seek love, but met someone she loved in the end.",zh,https://images.isbndb.com/covers/14545823484879.jpg,https://images.isbndb.com/covers/original/14545823484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2ODUsImlhdCI6MTc0NDc5MjQ4NX0.QFZYGxu543Cc4MbxJ5H7w86vbRasOFk1GAe-HmLPehg,Xiamo Valley (Chinese Edition),,400.0,2019-01-11,['Romance'],['Qing Shan'],Xiamo Valley (Chinese Edition),9787559431523,0.00,Hardcover,7559431526,7559431526,,,,,,,,,,First Edition,,
9787559433282,"Jiangsu Phoenix Literature and Art Publishing, LTD","The south has thick jungles and means margin, conceit and strange stories. The author Zhu Fa translates, rewrites and reconstructs the absurd and strange plots that have existed orally or in old papers, which depicts a world between fantasy and reality.",zh,https://images.isbndb.com/covers/14563413484879.jpg,https://images.isbndb.com/covers/original/14563413484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2ODYsImlhdCI6MTc0NDc5MjQ4Nn0.6IXfIMxoKnR7-Z69WiSqLPB3lzd5T10lMemu4uaRyQk,Annan Kwaidan (Chinese Edition),,250.0,2020-05-01,"['Arborist Merchandising Root', 'Self Service']",['Zhu Fa'],Annan Kwaidan (Chinese Edition),9787559433282,0.00,Hardcover,7559433286,7559433286,,,,,,,,,,1,,
9787559443670,Jiangsu Phoenix Literature Publishing House,,zh,https://images.isbndb.com/covers/14667293484879.jpg,https://images.isbndb.com/covers/original/14667293484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2ODcsImlhdCI6MTc0NDc5MjQ4N30.76XPxAYCjJXqMmoshwhb8zgRwWeHk0PkXtJ7X44sHlI,Secondary snow(Chinese Edition),,,2020-07-01,['Subjects'],['SHAO KUANG'],Secondary snow(Chinese Edition),9787559443670,0.00,Paperback,7559443672,7559443672,,,,,,,,,,,,
9787559449474,"Jiangsu Phoenix Literature and Art Publishing, LTD",,zh,https://images.isbndb.com/covers/14725333484879.jpg,https://images.isbndb.com/covers/original/14725333484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2ODksImlhdCI6MTc0NDc5MjQ4OX0.K40xMGMevCMGQ5dpLdkSIJKHXNE34CnYTjlT7th3c6M,Poem by Chen Nianxi (Chinese Edition),,303.0,2022-02-01,"['Arborist Merchandising Root', 'Self Service']",['Chen Nianxi'],Poem by Chen Nianxi (Chinese Edition),9787559449474,0.00,Paperback,7559449476,7559449476,,,,,,,,,,1,,
9787559451965,"Jiangsu Phoenix Literature and Art Publishing, LTD",,zh,https://images.isbndb.com/covers/14750243484879.jpg,https://images.isbndb.com/covers/original/14750243484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2OTAsImlhdCI6MTc0NDc5MjQ5MH0.XNiDcE5T6RL6Em1Yn9G9K9FO0E8UgXd-a3l1wy9wwyc,"Run, Mellors! (Hardcover) (Chinese Edition)",,294.0,2020,"['Arborist Merchandising Root', 'Self Service']",['Morimi Tomihiko'],"Run, Mellors! (Hardcover) (Chinese Edition)",9787559451965,0.00,Hardcover,7559451969,7559451969,,,,,,,,,,1,,
9787559461322,"Jiangsu Phoenix Literature and Art Publishing, LTD",,zh,https://images.isbndb.com/covers/14843813484879.jpg,https://images.isbndb.com/covers/original/14843813484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2OTIsImlhdCI6MTc0NDc5MjQ5Mn0.4ofRmx489HTreFR_LC5TynShmdnKHh-xRV8eENOYF-0,任洪渊全集(诗歌卷第三个眼神)(精),,,2022,"['Arborist Merchandising Root', 'Self Service']",['任洪渊'],任洪渊全集(诗歌卷第三个眼神)(精),9787559461322,0.00,Hardcover,7559461328,7559461328,,,,,,,,,,,,
9787559463623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787559467409,"Jiangsu Phoenix Literature and Art Publishing, LTD",Li Lu Zhu. Fiction. 栗鹿著.,zh,https://images.isbndb.com/covers/14904683484879.jpg,https://images.isbndb.com/covers/original/14904683484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2OTQsImlhdCI6MTc0NDc5MjQ5NH0.xouBDvDORur9gSLIS9ruI0nPHga13FirFm2m45xBIKg,The Mirage Island,275 pages ; 21 cm,,2022,"['Arborist Merchandising Root', 'Self Service']",['栗鹿'],The Mirage Island,9787559467409,0.00,Paperback,7559467407,7559467407,,,,,,,,,,,,
9787559613035,"Beijing United Publishing co., LTD",《夏天我们都需要一场午睡》是杨海崧的小说集，共26篇。小说集里收录的是一些小人物的故事，在可有可无忽明忽灭的叙述过程中，既能感受到扑面而来的生活质感，也贯穿着作者对生活和生命意义的严肃探讨与深切关怀，有着较高的可读性。,zh,https://images.isbndb.com/covers/16360943484879.jpg,https://images.isbndb.com/covers/original/16360943484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2OTUsImlhdCI6MTc0NDc5MjQ5NX0.i1utY0HhmNXG_b2imlymtG_hrfZtbhbF0PIuOoOfESA,We All Need a Nap in Summer (Chinese Edition),,256.0,2018-05-01,"['Arborist Merchandising Root', 'Self Service']",['Yang Haisong'],We All Need a Nap in Summer (Chinese Edition),9787559613035,0.00,Paperback,7559613039,7559613039,,,,,,,,,,1,,
9787559614636,"Beijing United Publishing co., LTD","This is a true story that makes people heartbreaking yet helpless. Sex, authority and entering a higher school are the routine of the abnormal society. If this is happening right now, how can we pretend no one takes pleasure in raping young girls in the world? Painful experiences are hard to share with others, but fortunately there is literature in the world. This is a stunning and special novel. The author is both acute and a real witness, making this event a """"survival sample"""" being retained. This book repeatedly uses the perspective close to the victim, presenting the pain of """"being robbed of something very precious to us""""- and the robber takes pleasure in this.",zh,https://images.isbndb.com/covers/16376953484879.jpg,https://images.isbndb.com/covers/original/16376953484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2OTcsImlhdCI6MTc0NDc5MjQ5N30.gPo0axyAs9jbzM3Uu7aBSObl514FljZqmF89L1iyfDk,Fang Si-Qi's First Love Paradise (Chinese Edition),"Height: 8.2 Inches, Length: 5.8 Inches, Weight: 0.9 Pounds, Width: 0.8 Inches",272.0,2018-01-25,['Literature & Fiction'],['Li Yihan'],Fang Si-Qi's First Love Paradise (Chinese Edition),9787559614636,0.00,Paperback,7559614639,7559614639,,inches,5.8,inches,0.8,pounds,0.9,inches,8.2,First Edition,,
9787559624550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787559629210,"Beijing United Publishing co., LTD",在人类的生活史中，微生物常常隐而不现，只有当我们被因它们而起的疾病击倒时，才猛然意识到微生物的存在。因此，人们常常给微生物冠以恶棍之名，直到今天仍然容易谈菌色变。可事实上，在我们的生命历程中，微生物不仅从未缺席，而且必不可少。放眼万物，斑头雁迁徙飞跃喜马拉雅山时带着微生物，象海豹潜入深海时也携有微生物。当尼尔·阿姆斯特朗和巴兹·奥尔德林登上月球时，他们踏出的一小步既是人类的一大步，也是微生物的一大步。 本书将带领我们以“微生物之眼”重新认识生命体之间的共生关系。在每个自成“动物园”的人体之上，微生物能塑造器官、防御疾病、消化食物、驯化免疫系统、指导行为，并赋予我们各种神奇的能力。读者可以通过本书重新认识人类过往对很多古老共生关系的大意破坏，同时见证当下各行各业努力构建新型共生关系的谨慎尝试。 也许，是时候用沃尔特·惠特曼的诗句改写奥逊·威尔斯的“我们孤独地出生，孤独地活着，又孤独地死去”了。在离不开与微生物的共生互动之中：“我辽阔博大，我包罗万象。”,zh,https://images.isbndb.com/covers/16522693484879.jpg,https://images.isbndb.com/covers/original/16522693484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk2OTksImlhdCI6MTc0NDc5MjQ5OX0.W9sBAPzzAGmy3t7RDJ-C7HBc4tVIfn75SAjsGvywK6U,I Contain Multitudes: The Microbes Within Us and a Grander View of Life (Chinese Edition),,344.0,2019-07-01,,['Ed Yong'],I Contain Multitudes: The Microbes Within Us and a Grander View of Life (Chinese Edition),9787559629210,0.00,Hardcover,7559629210,7559629210,,,,,,,,,,First Edition,,
9787559632357,"Beijing United Publishing co., LTD",,zh,https://images.isbndb.com/covers/16554163484879.jpg,https://images.isbndb.com/covers/original/16554163484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MDEsImlhdCI6MTc0NDc5MjUwMX0.LObfDEwcUhLFsDVgsp-avGrK2sYSj2tUz-DYp_QrOfk,100 Poetry Lessons for Children (Chinese Edition),,227.0,2019-09-01,"[""Children's Books"", 'Arborist Merchandising Root', 'Self Service']",['Lan Lan'],100 Poetry Lessons for Children (Chinese Edition),9787559632357,0.00,Paperback,7559632351,7559632351,,,,,,,,,,1,,
9787559636041,Beijing Joint Publishing Company,官方授权卖家: CNCE.《死亡赋格：保罗·策兰诗精选》([德]保罗·策兰，)简介:最伟大的现代主义抒情诗人之一，里尔克之后最伟大的德语诗人作者:保罗·策兰 黄灿然出版社:北京联合出版公司ISBN:9787559636041装订方式:平装版次:第1版开本:32开出版时间:2021-01-01用纸:轻型纸页数:288语种:丛书名:类目:文学|诗歌词曲,zh,https://images.isbndb.com/covers/16591003484879.jpg,https://images.isbndb.com/covers/original/16591003484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MDIsImlhdCI6MTc0NDc5MjUwMn0.NuWfOtR6qcVrTNZsYMzfSPBT4F2rc57sXvg_rmDHL5k,死亡赋格(保罗·策兰诗精选)/雅众诗丛,,,2021,,['HUANG CAN RAN YI [ DE ] BAO LUO · CE LAN'],死亡赋格(保罗·策兰诗精选)/雅众诗丛,9787559636041,0.00,Paperback,7559636047,7559636047,,,,,,,,,,,,
9787559636676,"Beijing United Publishing co., LTD",,zh,https://images.isbndb.com/covers/16597353484879.jpg,https://images.isbndb.com/covers/original/16597353484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MDQsImlhdCI6MTc0NDc5MjUwNH0.x6WXq0HoDufOF2XGDTAFT0Q36iEhJaRPqbDJhbJ7jDE,Chinese Monster Stories (Hardcover) (Chinese Edition),,655.0,2020-06-01,['Subjects'],['Zhang Yun'],Chinese Monster Stories (Hardcover) (Chinese Edition),9787559636676,0.00,Hardcover,7559636675,7559636675,,,,,,,,,,First Edition,,
9787559640246,"Beijing United Publishing co., LTD",,zh,https://images.isbndb.com/covers/16633053484879.jpg,https://images.isbndb.com/covers/original/16633053484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MDUsImlhdCI6MTc0NDc5MjUwNX0.Jx3czvkcrGjRGhQqodh6b1SoqUEmQF4t7Bw3CwT2uz4,Laughing On Stage (Chinese Edition),,347.0,2020-04-01,['Subjects'],['Li Dan'],Laughing On Stage (Chinese Edition),9787559640246,0.00,Hardcover,7559640249,7559640249,,,,,,,,,,First Edition,,
9787559640567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787559644282,"Beijing United Publishing co., LTD",,zh,https://images.isbndb.com/covers/16673413484879.jpg,https://images.isbndb.com/covers/original/16673413484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MDgsImlhdCI6MTc0NDc5MjUwOH0.3dqWeYo4zrJhVa9lUiR2E7iZnGZJCMN3Eh4gTHFf-fw,慢慢微笑(1991-1994),,,2020-09-01,['Subjects'],['(英)德里克·贾曼'],慢慢微笑(1991-1994),9787559644282,0.00,Paperback,7559644287,7559644287,,,,,,,,,,,,
9787559646187,"Beijing United Publishing co., LTD",,zh,https://images.isbndb.com/covers/16692463484879.jpg,https://images.isbndb.com/covers/original/16692463484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MDksImlhdCI6MTc0NDc5MjUwOX0.XWpylW9mpf8MHNHTiQo0DmG-4t8_sQOUyffmCSK_cMI,Selected Poems of Lv De'an for 40 Years 1979-2019 (Chinese Edition),Weight: 1.74 Pounds,402.0,2020-11-01,['Subjects'],"[""Lv De'an""]",Selected Poems of Lv De'an for 40 Years 1979-2019 (Chinese Edition),9787559646187,0.00,Hardcover,7559646182,7559646182,,,,,,pounds,1.74,,,First Edition,,
9787559646446,"Beijing United Publishing co., LTD",,zh,https://images.isbndb.com/covers/16695053484879.jpg,https://images.isbndb.com/covers/original/16695053484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MTEsImlhdCI6MTc0NDc5MjUxMX0.juE_NTKgBZLfzgCH_CeRWbmPzieY8n9W-oOFbWcFCvA,紧急中的冥想(奥哈拉诗精选)(精)/雅众诗丛,,,2021,"['Arborist Merchandising Root', 'Self Service']",['(美)弗兰克·奥哈拉'],紧急中的冥想(奥哈拉诗精选)(精)/雅众诗丛,9787559646446,0.00,Hardcover,7559646441,7559646441,,,,,,,,,,,,
9787559651716,台海出版社,,zh,https://images.isbndb.com/covers/16747753484879.jpg,https://images.isbndb.com/covers/original/16747753484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MTIsImlhdCI6MTc0NDc5MjUxMn0.nVhghLlbf9RaYzDkk7AO10xVLLQ68tTNMSMEceDwWzw,永恒的骰子,,230.0,2021,"['Arborist Merchandising Root', 'Self Service']",['上官卿文'],永恒的骰子,9787559651716,0.00,Hardcover,7559651712,7559651712,,,,,,,,,,,,
9787559652867,"Beijing United Publishing co., LTD",,zh,https://images.isbndb.com/covers/16759263484879.jpg,https://images.isbndb.com/covers/original/16759263484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MTMsImlhdCI6MTc0NDc5MjUxM30.tOL8e989pz7Kkyv-yFARnMNKtOvwC6PK0u-z_ug6aY0,我听见斧头开花了(保罗·策兰诗选)(精)/雅众诗丛,,,2021,['Subjects'],['(德)保罗·策兰'],我听见斧头开花了(保罗·策兰诗选)(精)/雅众诗丛,9787559652867,0.00,Hardcover,7559652867,7559652867,,,,,,,,,,Standard,,
9787559655097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787559656377,"Beijing United Publishing co., LTD",Language:Chinese.HardCover.Pub Date:2021-11-01.publisher:Beijing United Publishing Company.description:HardCover.Pub Date:2021-11-01 Pages:240 Publisher: Beijing Joint Publishing Company Sakutaro Hagiwara is known as the Father of Japanese Modern Poetry. breaking the old system with unprecedented oral free poetry and creating a new situation in Japane...,zh,https://images.isbndb.com/covers/16794363484879.jpg,https://images.isbndb.com/covers/original/16794363484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MTYsImlhdCI6MTc0NDc5MjUxNn0.Yg89gvgZNdJ4OJvfWHP-eQYXG2AvQx8ClhEGFGpMZ-E,吠月--萩原朔太郎诗集(精),,,2021-11-01,['Subjects'],['[ RI ] QIU YUAN SHUO TAI LANG'],吠月--萩原朔太郎诗集(精),9787559656377,0.00,Hardcover,7559656374,7559656374,,,,,,,,,,,,
9787559660268,"Beijing United Publishing co., LTD",,zh,https://images.isbndb.com/covers/16833273484879.jpg,https://images.isbndb.com/covers/original/16833273484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MTcsImlhdCI6MTc0NDc5MjUxN30.HCDZaUzQK1k2dAuhmw8H-ZGUAYtykFU3ZU_tsL7qCD0,Humankind: A Hopeful History (Hardcover) (Chinese Edition),,481.0,2022,"['Arborist Merchandising Root', 'Self Service']",['Rutger Bregman'],Humankind: A Hopeful History (Hardcover) (Chinese Edition),9787559660268,0.00,Hardcover,7559660266,7559660266,,,,,,,,,,1,,
9787559660497,北京联合出版公司,战争究竟有什么样的吸引力? 女性能和男性一样成为士兵吗? 女性主义所追求的平等是女性也要和男性一样参战吗? 9·11事件揭开了21世纪的帷幕，历经了“战争与破坏的20世纪”后，我们又在新世纪目睹了如此不近情理的暴力。而在国家与暴力的新的结合之中，又增加了性别这一变量。我们不得不面对“男女共同参与暴力”这一难题。 《为了活下去的思想》是日本女性主义理论先驱上野千鹤子，围绕国家、暴力、性别等议题进行思考的总结式作品。她从本世纪的 9·11 事件开始，追溯到上世纪的慰安妇诉讼以及之后爆发的海湾战争，在这些暴力事件中，思考性别这一不确定因素在国家和暴力体系的新构成中是如何发挥作用的。她发出了“逃出去，活下去！”的呼号，进一步确认与阐释了“女性主义是让弱者以弱者的姿态受到尊重的思想。”,zh,https://images.isbndb.com/covers/16835563484879.jpg,https://images.isbndb.com/covers/original/16835563484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MTksImlhdCI6MTc0NDc5MjUxOX0.0m78IjnOcRB08RIBab_xDmLi7yjN07NgVFMk4GfuU4o,为了活下去的思想,,320.0,2022,"['Arborist Merchandising Root', 'Self Service']",['Chizuko Ueno'],为了活下去的思想,9787559660497,0.00,Paperback,7559660495,7559660495,,,,,,,,,,,,
9787559661791,Beijing United Publishing Company,,zh,https://images.isbndb.com/covers/16848503484879.jpg,https://images.isbndb.com/covers/original/16848503484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MjAsImlhdCI6MTc0NDc5MjUyMH0.bEAA1uq9v1GhElvLTD0HQUdk6i-6NfDkGKFjmswEjxs,吉姆·莫里森诗集(精),,,2022-07-01,['Subjects'],['DONG NAN YI [ MEI ] JI MU · MO LI SEN'],吉姆·莫里森诗集(精),9787559661791,0.00,Hardcover,7559661793,7559661793,,,,,,,,,,,,
9787559661975,Beijing United Publishing Company,Han Dong Zhu. Poems. 韩东著.,zh,https://images.isbndb.com/covers/16850343484879.jpg,https://images.isbndb.com/covers/original/16850343484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MjEsImlhdCI6MTc0NDc5MjUyMX0.JMUCYxUh4v_eq-NwJJZYoDhNaLDLp3K0cmSJBCn6Fdk,悲伤或永生(韩东四十年诗选1982-2021)(精),"xiv, 414 pages ; 21 cm.",,2022,"['Arborist Merchandising Root', 'Self Service']",['Han Dong'],悲伤或永生(韩东四十年诗选1982-2021)(精),9787559661975,0.00,Hardcover,7559661971,7559661971,,,,,,,,,,,,
9787559662101,"Beijing United Publishing co., LTD",,zh,https://images.isbndb.com/covers/16851603484879.jpg,https://images.isbndb.com/covers/original/16851603484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MjMsImlhdCI6MTc0NDc5MjUyM30.1rrsONEfBuBH-t2KdFkyHPHCmY9xHhLtIZGAetRgCp0,与哈姆雷特之夜(霍朗的诗)(精)/雅众诗丛,,,2022-07-01,"['Arborist Merchandising Root', 'Self Service']",['(捷克)弗拉基米尔·霍朗'],与哈姆雷特之夜(霍朗的诗)(精)/雅众诗丛,9787559662101,0.00,Hardcover,7559662102,7559662102,,,,,,,,,,,,
9787559662170,"Beijing United Publishing co., LTD","From lovely and warm stories to the tiring and helpless reality, the author Nini records her love and dream, which is healing after brokenness, reflections towards life and hope and courageous review of everyday life.",zh,https://images.isbndb.com/covers/16852293484879.jpg,https://images.isbndb.com/covers/original/16852293484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MjQsImlhdCI6MTc0NDc5MjUyNH0.9uYdDUURTjPk1eE4dRyrPa171YM_86zvFRYvX8QAevI,Oyster With Shell Is the Heart of the Adult (Chinese Edition),"height: 22 mm, length: 170 mm, width: 127 mm",287.0,2022-09-01,['Subjects'],['NiNi'],Oyster With Shell Is the Heart of the Adult (Chinese Edition),9787559662170,0.00,Paperback,755966217X,755966217X,,mm,170.0,mm,127.0,,,mm,22.0,First Edition,,
9787559662729,"Beijing United Publishing co., LTD",我妈米莲分，黑山村唯一的裁缝，也是第一个骑摩托的女人。她走路快，做衣服手艺好，喜欢种花。我不知道我爸是谁，也不知道她去过的省城是什么样。 我的邻居阿西婆婆，从老高山上嫁来黑山村的彝族女人，麻风病把她的丈夫和孩子带走了。她总吃头痛粉，每晚都睡在一口棺材边，还给自己挖了座坟。 我的朋友秀宝，左手有一块砍猪草时留下的疤。为了帮家里交“超生费”，她卖了自己的辫子。月经初潮后，她跑了，我不知道她过得怎么样。 三代女人的春秋冬夏，“我”只能打捞出一点点。<br/><br/>作者简介:<br/>宁不远（曾用名：宁远 ）<br/>四川籍，现居成都。作家，生活美学家，曾是电视台主持人。中国原创服装品牌“远家YUANJIA”主理人。<br/>曾出版绘本《远远的村庄》，散文集《素与练》《丰收》等书，《米莲分》是其小说处女作。,zh,https://images.isbndb.com/covers/16857883484879.jpg,https://images.isbndb.com/covers/original/16857883484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MjUsImlhdCI6MTc0NDc5MjUyNX0.NNq_CDYUWETSijI0pYB54IICi0pnDmqLX-32_OhhGtA,米莲分,,,2022,"['Arborist Merchandising Root', 'Self Service']",['宁不远'],米莲分,9787559662729,0.00,Paperback,7559662722,7559662722,,,,,,,,,,,,
9787559664358,Beijing United Publishing Company,,zh,https://images.isbndb.com/covers/16874173484879.jpg,https://images.isbndb.com/covers/original/16874173484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MjcsImlhdCI6MTc0NDc5MjUyN30.X5KsVu0bxxoIsSm2lN9b3HruKwffmpci2n927-IlApc,不要问我时间如何流逝(何塞·埃米利奥·帕切科诗选)(精),,,2022-10-01,['Subjects'],['FAN YE YI [ MO ] HE SAI · AI MI LI AO · PA QIE KE'],不要问我时间如何流逝(何塞·埃米利奥·帕切科诗选)(精),9787559664358,0.00,Hardcover,7559664350,7559664350,,,,,,,,,,,,
9787559665270,北京联合出版有限公司,,en,https://images.isbndb.com/covers/16883293484879.jpg,https://images.isbndb.com/covers/original/16883293484879.jpg?key=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NDQ3OTk3MjgsImlhdCI6MTc0NDc5MjUyOH0.TlPyP23VG1YMQcygqvIF9Im6Yqwx4mJk5qNWNT7N830,复调：巴赫与生命之恸（作家止庵、古典乐评论家李梦推荐。母亲、童年与哥德堡变奏曲反复交织，一曲以文字写就的优雅复调）,,230.0,2023-01-01,,"['Philip 未读 菲利普·肯尼科特', '新华书店北美网']",复调：巴赫与生命之恸（作家止庵、古典乐评论家李梦推荐。母亲、童年与哥德堡变奏曲反复交织，一曲以文字写就的优雅复调）,9787559665270,0.00,Hardcover,7559665276,7559665276,,,,,,,,,,,,
9787559665973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787559668073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
