"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VPE6IJ6J","book","2011","(日)京极夏彦[著] ; 王华懋译.; (日) 京极夏彦.; 王华懋.","涂佛之宴: 宴之支度. 上","","978-7-208-09685-1","","","","","2011","2025-04-21 01:52:09","2025-04-21 01:52:09","","","","","","","","涂佛之宴","","","","","上海人民出版社","Shang hai","chi","","","","","Open WorldCat","","OCLC: 880204167","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2QJY77S","book","2011","Wu, Hung","Wu jin qi yong: lao bai xing de dang dai yi shu","","978-7-208-09810-7","","","","","2011","2025-04-21 01:52:10","2025-04-21 01:52:10","","","","","","","","Wu jin qi yong","","","","","Shang Hai ren min chu ban she","Shang Hai","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETIHTK6E","book","2012","(智)罗贝托. 波拉尼奥(Roberto Bolano)著 ; 赵德明译.; 波拉尼奥; 波拉尼奥.; Bo, Lano; 赵德明.","2666","","978-7-208-10071-8","","","","","2012","2025-04-21 01:52:22","2025-04-21 01:52:22","","","","","","","","","","","","","上海人民出版社","Shanghai","chi","","","","","Open WorldCat","","OCLC: 1031142786","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPFS6TH2","book","2019","[奥地利] 彼得 汉德克 著 ; 韩瑞祥 主编 ; 张世胜 [and 3 others] 译.; Handke, Peter","守门员面对罚点球时的焦虑","","978-7-208-10844-8","","","","","2019","2025-04-21 01:52:23","2025-04-21 01:52:23","","","","","","","","","","","","","上海人民出版社","Shanghai Shi","chi","","","","","Open WorldCat","","OCLC: 852402448","","","","","","韩瑞祥","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7R4M26L","book","2013","(美) 乔治·斯坦纳著 ; 李小均译 George Steiner; Steiner, George; 李小均.","语言与沉默: 论语言, 文学与非人道 = Language and silence","","978-7-208-11395-4","","","","","2013","2025-04-21 01:52:25","2025-04-21 01:52:25","","","","","","","","语言与沉默","","","","","上海人民出版社","Shang hai","chi","","","","","Open WorldCat","","OCLC: 1102566811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LP79IGAL","book","2016","Claude Lévi-Strauss著 ; 廖惠瑛译.; 列维-斯特劳斯 Lévi-Strauss, Claude, 1908-2009; 廖惠瑛","我们都是食人族 = Nous sommes tous des cannibales","","978-7-208-13885-8","","","","本书收录<被处决的圣诞老人><""完全相反""><仅存在一种发展模式吗?><社会问题:割礼和人工生殖><人类学家的首饰><艺术家的画像>等文章","2016","2025-04-21 01:52:36","2025-04-21 01:52:36","","","","","","","","","","","","","上海人民出版社","Shanghai","chi","","","","","Open WorldCat","","OCLC: 995056838","","","","","","","","","廖惠瑛","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6T332IAE","book","2017","森见登美彦 ; 黄文娟译.; 森见登美彦, 1979- author","有顶天家族. 二代目归来","","978-7-208-14416-3","","","","","2017","2025-04-21 01:52:48","2025-04-21 01:52:48","","","","","","","","","","","","","上海人民出版社","Shanghai","chi","","","","","Open WorldCat","","OCLC: 1052782379","","","","","","","","黄文娟","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4KDLPZZW","book","2019","(古希腊)阿里斯托芬著;(古罗马)普劳图斯著;(古罗马)维吉尔著.; 阿里斯托芬 (古希腊) (约前446-约前386); 普劳图斯; 维吉尔; 杨宪益","鸟 = Mostellaria","","978-7-208-15546-6","","","","本书集合了三部希腊罗马经典文学作品,分别为:阿里斯托芬的神话幻想喜剧<鸟>,讲述两个雅典人和一群鸟在天和地之间建立""云中鹁鹄国""的故事;普劳图斯的计谋戏剧<凶宅>,讲述机智的家仆巧设计谋帮助少主人脱困的故事;维吉尔的<牧歌>,代表罗马文学黄金时代的田园诗歌,对后世欧洲文学产生极大影响.三部作品贯穿希腊罗马,呈现了古代西方世界的不同面向","2019","2025-04-21 01:53:00","2025-04-21 01:53:00","","","","","","","","","","","","","上海人民出版社","Shanghai","chi","","","","","Open WorldCat","","OCLC: 1130321468","","","","","","","","","普劳图斯; 维吉尔; 杨宪益","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L9YVN9CS","book","2023","(美) 大卫·福斯特·华莱士 著 ; 俞冰夏 译 = Infinite jest / Daivd Foster Wallace; Wallace, David Foster","无尽的玩笑","","978-7-208-16175-7","","","","""A spoof on our culture featuring a drug-and-alcohol rehabilitation house near Boston. The center becomes a hotbed of revolutionary activity by Quebec separatists in revolt against the Organization of North American Nations which now rules the continent.""--Summary from the original English title","2023","2025-04-21 01:53:01","2025-04-21 01:53:01","","","","","","","","","","","","","上海人民出版社","Shanghai","chi","","","","","Open WorldCat","","OCLC: 1391779558","","","","","","","","俞冰夏","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8IZDCJR","book","2020","Zhao, Song","Yin","","978-7-208-16179-5","","","","","2020","2025-04-21 01:53:02","2025-04-21 01:53:02","","","","","","","","","Wen jing","","","","Shanghai ren min chu ban she","Shang hai","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NDJQU8W","book","2020","Kan, Yao ming","Sha gui","","978-7-208-16470-3","","","","< sha gui> de gu shi fa sheng yi ge jiao""guan niu wo""de tai wan cun zhuang,Cun zhuang zhu zhe yi ge xiao xue sheng,Ming jiao""pa"".Pa shen gao liu chi,Li da wu qiong,You a gong liu jin fu shou yang,1940 nian bei ri ben jun guan gui zhong zuo shou wei yi zi.Pa huai chuai yi ke tong zhi de chun zhen xin ling,Tou guo tong ling de yin yang yan,Jian zheng luan shi zhong yi mu mu ren,Gui,Shen de jiu ge,Yi ji yi ge ge wei ru chen ai de sheng ming zai zhan zheng zhi zhong qi jue fei fan de jing li ; <杀鬼>的故事发生一个叫""关牛窝""的台湾村庄,村庄住着一个小学生,名叫""帕"".帕身高六尺,力大无穷,由阿公刘金福收养,1940年被日本军官鬼中佐收为义子.帕怀揣一颗童稚的纯真心灵,透过通灵的阴阳眼,见证乱世中一幕幕人,鬼,神的纠葛,以及一个个微如尘埃的生命在战争之中奇绝非凡的经历","2020","2025-04-21 01:53:03","2025-04-21 01:53:03","","","","","","","","","","","","","Shang hai ren min chu ban she","Shanghai","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKYMR27N","book","2020","淡豹著.; 淡豹, 1984- author","美满","","978-7-208-16500-7","","","","","2020","2025-04-21 01:53:04","2025-04-21 01:53:04","","","","","","","","","","","","","上海人民出版社","Shanghai","chi","","","","","Open WorldCat","","OCLC: 1225218585","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64Y76D6Q","book","2021","皮埃尔·克拉斯特著 ; 陆归野译.; Clastres, Pierre","瓜亚基印第安人编年史","","978-7-208-16951-7","","","","Gua ya ji ren, yi qun sheng huo zai ba la gui mi lin zhong de yin di an ren. ta men yi da lie#x1B;$1!+5#x1B;(Bcai ji wei sheng, you zi ji de yu yan#x1B;$1!+5#x1B;(Bfeng su yu she hui zhi du. 16 shi ji qi, xi fang zhi min zhe he dang di ju min yi dao, bu duan zhan ling#x1B;$1!+5#x1B;(Btun shi ta men sheng huo de ling di, ta men duo bi#x1B;$1!+5#x1B;(Bkang zheng#x1B;$1!+5#x1B;(Bliu wang#x1B;$1!+5#x1B;(Bbei "" an zhi "" . . . . . . dao le 20 shi ji 60 nian dai mo, zhe ge bu luo de ren kou yi bu zu san shi. 1963 nian, ben shu zuo zhe#x1B;$1!+5#x1B;(Bfa guo ren lei xue jia pi ai mi{692126}ke la si te zai gua ya ji ren bei an zhi yu ding ju dian hou jin ru le zhe ge bu luo, yu ta men yi tong sheng huo, dui ta men zai sheng yu#x1B;$1!+5#x1B;(Bsi wang#x1B;$1!+5#x1B;(Byin shi#x1B;$1!+5#x1B;(Bqiu ou#x1B;$1!+5#x1B;(Bbu luo guan li#x1B;$1!+5#x1B;(Blao dong fen gong deng fang mian jin xing le xi zhi ru wei de guan cha he shu xie. zai shu zhong, ke la si te zhi mian gua ya ji ren de can ren#x1B;$1!+5#x1B;(Bxi su zhi zhuang kuang, yi ji ta men huan man de shuai wang. zhe shi yi zhong chong man ren qing wei de min zu zhi shu xie, qing gan chong yi quan pian : ke la si te yu gua ya ji ren yi tong jing li le sheng yu#x1B;$1!+5#x1B;(Bcheng nian#x1B;$1!+5#x1B;(Bsi wang yu tao wang ; ta ye shi yi zhong ke guan de min zu zhi, bin qi le yi qie dao de pian jian : mian dui gua ya ji ren de chi ren feng su, ka la si te bing mei you zhi bu yu lie qi yu jing tan, er gei yu ta men zui da cheng du de li jie. fa guo zhu ming zhe xue jia ji mi{692126}de le zi mian dui zhe bu zuo pin, gan tan dao : "" zhe ben qi miao de zhu zuo biao zhi le yi zhong xin xing min zu xue de kai duan : ta fu yu gan xing#x1B;$1!+5#x1B;(Bji ji yu xing dong, you chong man zheng zhi xing ; ta shi' zhong zu mie jue' yi ci che di de dui li mian. ""","2021","2025-04-21 01:53:06","2025-04-21 01:53:06","","","","","","","","","","","","","上海人民出版社","Shanghai","chi","","","","","Open WorldCat","","OCLC: 1343712185","","","","","","","","陆归野","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TT7AGSX3","book","2021","[德] 萨沙 斯坦尼西奇 著 ; 韩瑞祥 译 = Herkunft / Saša Stanišić.; Stanišić, Saša","我从哪里来","","978-7-208-16994-4","","","","","2021","2025-04-21 01:53:07","2025-04-21 01:53:07","","","","","","","","","","","","","上海人民出版社","Shanghai","chi","","","","","Open WorldCat","","OCLC: 1288630795","","","","","","","","韩瑞祥","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLUDQQQX","book","2022","Ni, Zhan Ge","Mo xu you","","978-7-208-17571-6","","","","","2022","2025-04-21 01:53:32","2025-04-21 01:53:32","","","","","","","","","","","","","Shang Hai ren min chu ban she","Shang Hai","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZEKJGLC","book","1993","Rao, Bingcai; Hua nan shi fan da xue zhong wen xi ""fang yin zi dian"" bian xie zu","Guang zhou yin zi dian (pu tong hua dui zhao)","","978-7-218-00050-3","","","","","1993","2025-04-21 01:54:16","2025-04-21 01:54:16","","","64","","","","","","","","","","Guang dong ren min chu ban she","s.l","chi","","","","","K10plus ISBN","","","","","","","","","","","Hua nan shi fan da xue zhong wen xi ""fang yin zi dian"" bian xie zu","","","","","","","","","","","","","","","","Di 1 ban, di 19 ci yin shua","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYT2DXQB","book","2014","wang wen hu","si chuan fang yan ci dian","","978-7-220-09175-9","","","","","2014","2025-04-21 01:54:20","2025-04-21 01:54:20","","","120","","","","","","","","","","","cheng du","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","第2版","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASLXQ4A6","book","2019","Tong, Wei ge","Wang kao","","978-7-220-11346-8","","","","","2019","2025-04-21 01:54:44","2025-04-21 01:54:44","","","","","","","","","Hou lang, hua yu wen xue","","","","Si chuan ren min chu ban she","Cheng du","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLIIM22U","book","1989","","易经","","978-7-301-00761-7","","","","","1989","2025-04-21 01:56:53","2025-04-21 01:56:53","","","","","","","","","","","","","北京大学出版社","北京","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","简体字本","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y5EGQGZD","book","2022","杨宪益; 杨苡译著; 赵蘅绘; CNPeReading","杨宪益杨苡兄妹译诗：汉文、英文","","978-7-5001-7069-3","","","","","2022","2025-04-21 01:59:19","2025-04-21 01:59:19","","","1","","","","","","","","","","中译出版社","Beijing","chi","","","","","K10plus ISBN","","","","","","","","","","","杨苡译著; 赵蘅绘; CNPeReading","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CI9NSTIL","book","2022","赵蘅著; CNPeReading","我的舅舅杨宪益","","978-7-5001-7070-9","","","","","2022","2025-04-21 01:59:31","2025-04-21 01:59:31","","","1","","","","","","","","","","中译出版社","Beijing","chi","","","","","K10plus ISBN","","","","","","","","","","","CNPeReading","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7EDGIIB3","book","2009","zhang wen xuan; mo chao","lan zhou fang yan ci dian","","978-7-5004-7705-1","","","","","2009","2025-04-21 01:59:42","2025-04-21 01:59:42","","","2","","","","","","","","","","","bei jing","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IN97LER6","book","2021","(英)马丁·莱瑟姆(Martin Latham)著;王喆源译.; 莱瑟姆 (Latham, Martin); 王喆源","阶梯与狂热: 一部书籍文化史 = The bookseller's tale","","978-7-5008-7733-2","","","","本书带我们开启一段旅途,途中有安慰书,街边的卖书摊,神秘的图书馆,流动书贩,不同寻常的书店顾客和狂热的收藏家,坎特布雷格书商马丁·菜瑟姆为我们揭开了一部对书籍的狂热史","2021","2025-04-21 01:59:44","2025-04-21 01:59:44","","","","","","","","阶梯与狂热","","","","","中国工人出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1336393414","","","","","","","","","王喆源","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
